"plugin_family","plugin_package","plugin_version_or_hash","skill_id","source_path","status","gate_required","notes"
"openai-curated","outlook-email","015c0dff","outlook-email:outlook-email-task-extraction","C:\Users\enzo1\.codex\plugins\cache\openai-curated\outlook-email\015c0dff\skills\outlook-email-task-extraction\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Extract action items, deadlines, commitments, and owners from Outlook email threads and mailbox searches. Use when the user wants a task list from one thread, several related messages, or a mailbox slice, including who owes what and when."
"openai-curated","plugin-eval","202e9242","plugin-eval:alpha","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\fixtures\multi-skill-plugin\skills\alpha\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Alpha fixture skill. Use when plugin-eval tests need one of two bundled skills."
"openai-curated","plugin-eval","202e9242","plugin-eval:beta","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\fixtures\multi-skill-plugin\skills\beta\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Beta fixture skill. Use when plugin-eval tests need the second bundled skill."
"openai-curated","plugin-eval","202e9242","plugin-eval:evaluate-plugin","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\skills\evaluate-plugin\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Evaluate a local Codex plugin in engineer-friendly language. Use when the user says ""evaluate this plugin"", ""audit this plugin"", ""why did this score that way"", ""what should I fix first"", ""help me benchmark this plugin"", or asks for a plugin-wide report before comparing versions."
"openai-curated","plugin-eval","202e9242","plugin-eval:evaluate-skill","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\skills\evaluate-skill\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Evaluate a local Codex skill in engineer-friendly terms. Use when the user says ""evaluate this skill"", ""give me an analysis of the game dev skill"", ""audit this skill"", ""why did this score that way"", ""what should I fix first"", or asks for a skill-specific report before benchmarking it."
"openai-curated","plugin-eval","202e9242","plugin-eval:improve-skill","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\skills\improve-skill\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Turn plugin-eval findings into a concrete rewrite brief for a Codex skill. Use when the user already evaluated a skill and now wants Codex to improve it, especially after asking what to fix first."
"openai-curated","plugin-eval","202e9242","plugin-eval:metric-pack-designer","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\skills\metric-pack-designer\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Design custom metric packs for plugin-eval so teams can add local evaluation rubrics that emit schema-compatible checks and metrics. Use when the user wants their own evaluation criteria or visualizations."
"openai-curated","plugin-eval","202e9242","plugin-eval:minimal-plugin-skill","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\fixtures\minimal-plugin\skills\minimal-plugin-skill\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Minimal plugin skill fixture. Use when a test needs a valid plugin skill."
"openai-curated","plugin-eval","202e9242","plugin-eval:minimal-skill","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\fixtures\minimal-skill\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Minimal example skill for plugin-eval tests. Use when the user wants a compact demonstration of a well-structured skill."
"openai-curated","plugin-eval","202e9242","plugin-eval:plugin-eval","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-eval\202e9242\skills\plugin-eval\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Help engineers evaluate a local skill or plugin, explain why it scored that way, show what to fix first, measure real token usage, benchmark starter scenarios, or decide what to run next. Use when the user says things like ""evaluate this skill"", ""give me an analysis of the game dev skill"", ""why did this score that way"", ""what should I fix first"", ""measure the real token usage of this skill"", or ""what should I run next?""."
"openai-curated","plugin-install-L6UY8F","openai-developers","plugin-install-L6UY8F:agents-sdk","C:\Users\enzo1\.codex\plugins\cache\openai-curated\plugin-install-L6UY8F\openai-developers\49cdfb0d\skills\agents-sdk\SKILL.md","PLUGIN_CACHE_REFERENCE","openai_owner_gate","Build, run, deploy, and evaluate OpenAI Agents SDK apps from Codex. Use when the user asks to create or adapt an Agents SDK app, build from a prompt or Codex thread, prepare a runnable agent prototype, add a focused eval harness, or deploy locally through the Agents SDK Deployment Manager."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Inspect Microsoft SharePoint context, discover the right site or library, and prepare safe changes. Use when the user wants site, page, or file review, ownership and status extraction, or change planning before editing content, navigation, or information architecture."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-powerpoint","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-powerpoint\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create, edit, restyle, and review PowerPoint `.pptx` files fetched from SharePoint, with emphasis on style preservation, slide cloning, theme-aware updates, and rendered visual QA. Use when the user wants reliable slide edits that should match an existing deck's design language."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-shared-doc-maintenance","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-shared-doc-maintenance\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Maintain shared SharePoint strategy, roadmap, planning, or status documents from changing source documents. Use when the user wants cross-document synthesis, source-of-truth propagation, or targeted updates to a maintained shared document."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-site-discovery","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-site-discovery\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Resolve the right SharePoint site, library, and folder before file work. Use when the user needs to find the right site context, browse a known site, inspect document libraries, or narrow the correct folder before fetching or editing a file."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-spreadsheet-formula-builder","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-spreadsheet-formula-builder\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Design, repair, and roll out formulas in SharePoint-hosted workbooks with connector-aware retrieval, validation, and upload discipline. Use when the user wants to add a formula column, fix a broken formula, choose between a fill-down formula and a spill formula, build a lookup or filter formula, or reuse workbook logic safely."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-spreadsheets","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-spreadsheets\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Edit SharePoint-hosted spreadsheet files while preserving workbook structure, formulas, and formatting. Use when the user wants to update a real spreadsheet in SharePoint rather than summarize extracted sheet text."
"openai-curated","sharepoint","015c0dff","sharepoint:sharepoint-word-docs","C:\Users\enzo1\.codex\plugins\cache\openai-curated\sharepoint\015c0dff\skills\sharepoint-word-docs\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Edit SharePoint-hosted Word `.docx` files while preserving document structure and styling. Use when the user wants to update a real Word document in SharePoint rather than summarize it as plain text."
"openai-curated","slack","015c0dff","slack:slack","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Read Slack context, route to the right Slack workflow, and prepare or perform Slack writes that match the user's intent."
"openai-curated","slack","015c0dff","slack:slack-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-channel-summarization\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize activity from one Slack channel and return a concise recap, post-ready update, or summary doc."
"openai-curated","slack","015c0dff","slack:slack-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-daily-digest\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create a daily Slack digest from selected channels or topics. Use when the user asks for a daily Slack recap or summary of today's Slack activity."
"openai-curated","slack","015c0dff","slack:slack-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-notification-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage recent Slack activity into a priority queue or task list for the user."
"openai-curated","slack","015c0dff","slack:slack-outgoing-message","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-outgoing-message\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Primary skill for composing, drafting, or refining any outbound Slack content. Use this whenever the task will require using `slack_send_message`, `slack_send_message_draft`, or `slack_create_canvas`. Use `slack` to read or analyze Slack context; use this skill to produce the final outgoing message."
"openai-curated","slack","015c0dff","slack:slack-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\slack\015c0dff\skills\slack-reply-drafting\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Draft Slack replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"openai-curated","superpowers","202e9242","superpowers:brainstorming","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\brainstorming\SKILL.md","ON_DEMAND_GATED","external_owner_gate","You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
"openai-curated","superpowers","202e9242","superpowers:dispatching-parallel-agents","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\dispatching-parallel-agents\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies"
"openai-curated","superpowers","202e9242","superpowers:executing-plans","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\executing-plans\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when you have a written implementation plan to execute in a separate session with review checkpoints"
"openai-curated","superpowers","202e9242","superpowers:finishing-a-development-branch","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\finishing-a-development-branch\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup"
"openai-curated","superpowers","202e9242","superpowers:receiving-code-review","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\receiving-code-review\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative agreement or blind implementation"
"openai-curated","superpowers","202e9242","superpowers:requesting-code-review","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\requesting-code-review\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
"openai-curated","superpowers","202e9242","superpowers:subagent-driven-development","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\subagent-driven-development\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when executing implementation plans with independent tasks in the current session"
"openai-curated","superpowers","202e9242","superpowers:systematic-debugging","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\systematic-debugging\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
"openai-curated","superpowers","202e9242","superpowers:test-driven-development","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\test-driven-development\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when implementing any feature or bugfix, before writing implementation code"
"openai-curated","superpowers","202e9242","superpowers:using-git-worktrees","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\using-git-worktrees\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback"
"openai-curated","superpowers","202e9242","superpowers:using-superpowers","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\using-superpowers\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
"openai-curated","superpowers","202e9242","superpowers:verification-before-completion","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\verification-before-completion\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence before assertions always"
"openai-curated","superpowers","202e9242","superpowers:writing-plans","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\writing-plans\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when you have a spec or requirements for a multi-step task, before touching code"
"openai-curated","superpowers","202e9242","superpowers:writing-skills","C:\Users\enzo1\.codex\plugins\cache\openai-curated\superpowers\202e9242\skills\writing-skills\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when creating new skills, editing existing skills, or verifying skills work before deployment"
"openai-curated","teams","015c0dff","teams:teams","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize Microsoft Teams conversations, triage unread or recent activity, draft follow-ups, and manage Planner tasks through connected Teams data. Use when the user wants to review chats or channels, identify owners and next steps, prepare a safe reply or post, or turn Teams follow-ups into Microsoft Planner tasks."
"openai-curated","teams","015c0dff","teams:teams-channel-summarization","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-channel-summarization\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Summarize activity from one Microsoft Teams channel or one scoped Teams conversation and return a concise recap or post-ready follow-up."
"openai-curated","teams","015c0dff","teams:teams-daily-digest","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-daily-digest\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Create a daily Microsoft Teams digest from selected chats, channels, or workstreams. Use when the user asks for a daily Teams recap or summary of today's Teams activity."
"openai-curated","teams","015c0dff","teams:teams-messages","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-messages\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Compose, route, draft, or send Microsoft Teams messages with exact destination resolution, real user mentions, and Teams-native DM or channel routing."
"openai-curated","teams","015c0dff","teams:teams-notification-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-notification-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage recent Microsoft Teams activity into a priority queue or task list for the user."
"openai-curated","teams","015c0dff","teams:teams-planner-task-management","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-planner-task-management\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Review and manage Microsoft Planner tasks from Teams workflows. Use when the user wants to inspect plans or buckets, create tasks from follow-ups, update task fields, or safely delete a Planner task."
"openai-curated","teams","015c0dff","teams:teams-reply-drafting","C:\Users\enzo1\.codex\plugins\cache\openai-curated\teams\015c0dff\skills\teams-reply-drafting\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Draft Microsoft Teams replies from available context. Use when the user wants help finding messages that likely need a response and preparing reply drafts."
"openai-curated","temporal","202e9242","temporal:temporal-developer","C:\Users\enzo1\.codex\plugins\cache\openai-curated\temporal\202e9242\skills\temporal-developer\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Develop, debug, and manage Temporal applications across Python, TypeScript, Go, and Java. Use when the user is building workflows, activities, or workers with a Temporal SDK, debugging issues like non-determinism errors, stuck workflows, or activity retries, using Temporal CLI, Temporal Server, or Temporal Cloud, or working with durable execution concepts like signals, queries, heartbeats, versioning, continue-as-new, child workflows, or saga patterns."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:analyze-data-quality","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\analyze-data-quality\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Assess whether tables, query results, files, or dataframes are trustworthy enough for analysis, modeling, dashboards, experiments, or pipelines. Use for grain, freshness, nulls, duplicates, schema drift, broken joins, referential integrity, distribution shifts, leakage, backfills, source mismatches, automated quality checks, and data-quality regressions."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:build-dashboard","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-dashboard\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Build source-backed analytical dashboards that help teams monitor performance, explore drivers, and act on product or business metrics. Use when the user needs a dashboard, scorecard, monitoring view, BI dashboard, MCP artifact dashboard, or Streamlit dashboard with clear metrics, filters, validation, and handoff."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:build-report","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Build polished analytical reports for executive, product, business, and technical audiences, and act as the completion contract for Data Analytics report runs. Use when the final artifact needs an answer-first narrative, evidence-backed findings, charts/tables, caveats, source metadata, and either an MCP app report or an HTML report with Seaborn-generated charts."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:design-kpis","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\design-kpis\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Design KPI frameworks, set targets, and develop measurement plans that help teams make product or business decisions. Use when success metrics, drivers, guardrails, targets, or measurement approach need to be defined or improved. Use $metric-diagnostics when the task is to explain why an existing metric moved."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:gather-business-context","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\gather-business-context\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Gather business context from connected or provided sources so downstream analysis starts with the right framing. Use before deeper analysis when an analytical question depends on context the prompt does not provide, for example to understand what a metric means, how the work is defined, what changed recently, or which sources should be checked."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:index","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\index\SKILL.md","ACTIVE_CANON","connector_read_gate","Primary router for Data Analytics. Use when the plugin is at-mentioned or for data work where source-backed analysis, quantitative reasoning, analytical delivery, or reusable data context may be useful; examples include analyzing data, explaining or diagnosing metrics, validating data or results, creating data visualizations, building analytics reports or dashboards, working with notebooks or spreadsheets, designing KPIs, sizing opportunities, and saving reusable data context for future analysis."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:jupyter-notebooks","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\jupyter-notebooks\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Create, scaffold, edit, refactor, and validate Jupyter notebooks (`.ipynb`) for reproducible SQL/Python analysis, experiments, modeling, tutorials, diagnostics, data-quality checks, market-sizing calculations, and report support. Use when the notebook itself is a deliverable, review artifact, runnable analysis companion, or handoff artifact that other people should be able to skim, rerun, or extend."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:kpi-reporting","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\kpi-reporting\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Produce leadership-ready KPI updates, scorecards, WBR/MBR/QBR summaries, target and pacing readouts, operating status narratives, and performance updates for known KPIs. Use when the work is to define KPI reporting context, validate metric definitions, present actuals versus comparison or plan, summarize validated drivers, and state implications or next actions."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:market-sizing","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\market-sizing\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Estimate a market or opportunity size, such as TAM/SAM/SOM, by defining scope, choosing a sizing model, checking connected context and public sources, and presenting transparent assumptions, sensitivity, uncertainty, and validation priorities. Use for market or opportunity sizing; not for KPI reporting or metric diagnostics."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:metric-diagnostics","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\metric-diagnostics\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Diagnose why a metric changed or differs from expectation by reproducing the metric, choosing the right comparison, validating likely drivers, and producing a calibrated explanation. Use when the user needs to understand what drove a metric movement, anomaly, gap, or discrepancy."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:product-business-analysis","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\product-business-analysis\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Analyze product or business data to inform decisions with focused quantitative work, decision-relevant context, measurable opportunities, and a clear recommendation. Use when the user needs data-backed evidence to choose a direction, prioritize an opportunity, evaluate a change, understand implications, or decide what to do next; not for routine KPI reporting, metric diagnostics, or dashboard building."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:report-to-google-doc","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-google-doc\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing local or blob-hosted HTML analytics report into a Google Doc, DOCX, or shareable document."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:report-to-google-slides","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-google-slides\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing HTML analytics report into a native Google Slides deck."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:report-to-pdf","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\build-report\report-to-pdf\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Narrow conversion skill. Invoke only when the user explicitly asks to convert an existing Data Analytics report, dashboard, or inline chart export into a PDF artifact."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:user-context","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\user-context\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Load or manage the Data Analytics plugin's durable source-routing preferences, onboarding logic, setup progress, and semantic-layer registry."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:validate-data","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\validate-data\SKILL.md","PLUGIN_CACHE_REFERENCE","none","QA an analysis before sharing: review methodology, metric definitions, SQL/query logic, calculation checks, chart integrity, bias risks, caveats, reproducibility, and whether conclusions are supported by evidence. Use when reviewing a report, notebook, spreadsheet, SQL query/results, dashboard, chart, recommendation, or stakeholder-ready analysis before presentation or publication."
"openai-curated-remote","data-analytics","0.1.43-7f4d2c05f012","data-analytics:visualize-data","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\data-analytics\0.1.43-7f4d2c05f012\skills\visualize-data\SKILL.md","PLUGIN_CACHE_REFERENCE","none","Design, specify, implement, revise, and QA quantitative visuals and chart choices. Use when an analytical answer needs visual judgment; for example comparing values, showing how a total breaks apart, reading concentration in a ranking, or understanding movement over time. This may mean rendering a chart for a report or dashboard, or simply choosing, rendering and QAing the right chart form for an inline answer."
"openai-curated-remote","github","0.1.5","github:gh-address-comments","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\gh-address-comments\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Address actionable GitHub pull request review feedback. Use when the user wants to inspect unresolved review threads, requested changes, or inline review comments on a PR, then implement selected fixes. Use the GitHub app for PR metadata and flat comment reads, and use the bundled GraphQL script via `gh` whenever thread-level state, resolution status, or inline review context matters."
"openai-curated-remote","github","0.1.5","github:gh-fix-ci","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\gh-fix-ci\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions. Use the GitHub app from this plugin for PR metadata and patch context, and use `gh` for Actions check and log inspection before implementing any approved fix."
"openai-curated-remote","github","0.1.5","github:github","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\github\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage and orient GitHub repository, pull request, and issue work through the connected GitHub app. Use when the user asks for general GitHub help, wants PR or issue summaries, or needs repository context before choosing a more specific GitHub workflow."
"openai-curated-remote","github","0.1.5","github:yeet","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\github\0.1.5\skills\yeet\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Publish local changes to GitHub by confirming scope, committing intentionally, pushing the branch, and opening a draft PR through the GitHub app from this plugin, with `gh` used only as a fallback where connector coverage is insufficient."
"openai-curated-remote","gmail","0.1.3","gmail:gmail","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\gmail\0.1.3\skills\gmail\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Manage Gmail inbox triage, mailbox search, thread summaries, action extraction, reply drafting, and email forwarding through connected Gmail data. Use when the user wants to inspect a mailbox or thread, search email with Gmail query syntax, summarize messages, extract decisions and follow-ups, prepare replies or forwarded messages, or organize messages with explicit confirmation before send, archive, delete, or label actions."
"openai-curated-remote","gmail","0.1.3","gmail:gmail-inbox-triage","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\gmail\0.1.3\skills\gmail-inbox-triage\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Triage a Gmail inbox into actionable buckets such as urgent, needs reply soon, waiting, and FYI using connected Gmail data. Use when the user asks to triage the inbox, rank what needs attention, find what still needs a reply, or separate important mail from noise."
"openai-curated-remote","google-calendar","1.2.3","google-calendar:google-calendar","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Manage scheduling and conflicts in connected Google Calendar data. Use when the user wants to inspect calendars, compare availability, review conflicts, find a meeting room, review event notes or attachments, add or adjust reminders, place temporary holds, or draft exact create, update, reschedule, or cancel changes with timezone-aware details."
"openai-curated-remote","google-calendar","1.2.3","google-calendar:google-calendar-daily-brief","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-daily-brief\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Build polished one-day Google Calendar briefs. Use when the user asks for today, tomorrow, or a specific date summary with an agenda, conflict flags, free windows, remaining-meeting readouts, or a calendar brief, and the Google Calendar connector is available."
"openai-curated-remote","google-calendar","1.2.3","google-calendar:google-calendar-free-up-time","C:\Users\enzo1\.codex\plugins\cache\openai-curated-remote\google-calendar\1.2.3\skills\google-calendar-free-up-time\SKILL.md","ON_DEMAND_GATED","external_owner_gate","Find ways to open up meaningful free time in a connected Google Calendar. Use when the user wants to clear up their day, make room for focus time, create a longer uninterrupted block, or see the smallest set of calendar changes that would give time back."
